,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date
0,Sohail Tanvir,4,10,3,0,18,8,RCB,Sawai Mansingh Stadium,17-May-08
1,Dale Steyn,4,28,2,0,18,12,CSK,Chidambaram,21-May-08
2,Brett Lee,4,9,1,0,17,24,MI,IS Bindra Stadium,25-Apr-08
3,Shaun Pollock,4,9,1,1,17,24,CSK,Wankhede Stadium,14-May-08
4,Irfan Pathan,4,10,1,0,17,24,RR,IS Bindra Stadium,28-May-08
5,Shaun Pollock,4,12,3,0,17,8,KKR,Wankhede Stadium,16-May-08
6,Dale Steyn,4,14,1,0,17,24,MI,M. Chinnaswamy Stadium,28-May-08
7,Shanthakumaran Sreesanth,4,16,2,0,17,12,RCB,M. Chinnaswamy Stadium,05-May-08
8,Shane Watson,4,19,1,0,17,24,CSK,Sawai Mansingh Stadium,04-May-08
9,Vinay Kumar,4,27,3,0,17,8,DEC,Rajiv Gandhi Intl. Cricket Stadium,25-May-08
10,Glenn McGrath,4,12,0,0,16,0,RR,Sawai Mansingh Stadium,11-May-08
11,Sohail Tanvir,4,14,6,0,16,4,CSK,Sawai Mansingh Stadium,04-May-08
12,Manpreet Gony,4,14,2,1,16,12,PBKS,Wankhede Stadium,31-May-08
13,Glenn McGrath,4,15,2,0,16,12,RCB,M. Chinnaswamy Stadium,19-May-08
14,Munaf Patel,4,17,3,0,16,8,DC,Wankhede Stadium,30-May-08
15,Dilhara Fernando,4,18,4,0,16,6,RCB,M. Chinnaswamy Stadium,28-May-08
16,Mohammad Asif,4,19,2,0,16,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,22-Apr-08
17,Glenn McGrath,4,21,1,1,16,24,RR,Arun Jaitley Stadium,19-Apr-08
18,Ashok Dinda,4,12,1,0,15,24,MI,Eden Gardens,29-Apr-08
19,Sohail Tanvir,4,14,4,0,15,6,MI,Sawai Mansingh Stadium,26-May-08
20,Shaun Pollock,4,16,2,0,15,12,DC,DY Patil Stadium,04-May-08
21,Piyush Chawla,4,16,2,0,15,12,MI,IS Bindra Stadium,25-Apr-08
22,Irfan Pathan,4,18,2,0,15,12,KKR,IS Bindra Stadium,03-May-08
23,Irfan Pathan,4,19,2,1,15,12,MI,IS Bindra Stadium,25-Apr-08
24,Shane Watson,4,20,2,0,15,12,RCB,M. Chinnaswamy Stadium,26-Apr-08
25,Glenn McGrath,4,22,0,1,15,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,22-Apr-08
26,Ajit Agarkar,4,25,3,0,15,8,RCB,M. Chinnaswamy Stadium,18-Apr-08
27,Praveen Kumar,4,26,1,0,15,24,CSK,Chidambaram,21-May-08
28,Mohammad Hafeez,4,8,1,0,14,24,DEC,Eden Gardens,20-Apr-08
29,Ishant Sharma,4,9,2,0,14,12,RCB,M. Chinnaswamy Stadium,18-Apr-08
30,Muttiah Muralitharan,4,12,0,0,14,0,KKR,Chidambaram,26-Apr-08
31,Sanath Jayasuriya,4,14,3,1,14,8,KKR,Eden Gardens,29-Apr-08
32,RP Singh,4,15,2,1,14,12,MI,DY Patil Stadium,27-Apr-08
33,Irfan Pathan,3.2,13,1,0,14,20,RCB,M. Chinnaswamy Stadium,05-May-08
34,Dale Steyn,4,16,0,0,14,0,PBKS,M. Chinnaswamy Stadium,05-May-08
35,Manpreet Gony,4,18,1,1,14,24,MI,Chidambaram,23-Apr-08
36,Murali Kartik,3.4,17,3,0,14,7.33,DEC,Eden Gardens,20-Apr-08
37,Scott Styris,4,19,0,0,14,0,KKR,Eden Gardens,20-Apr-08
38,Makhaya Ntini,4,21,4,0,14,6,KKR,Eden Gardens,18-May-08
39,Munaf Patel,4,22,2,1,14,12,KKR,Eden Gardens,20-May-08
40,Makhaya Ntini,4,23,2,0,14,12,PBKS,Wankhede Stadium,31-May-08
41,Shane Warne,4,23,1,1,14,24,RCB,M. Chinnaswamy Stadium,26-Apr-08
42,Zaheer Khan,4,24,1,0,14,24,RR,M. Chinnaswamy Stadium,26-Apr-08
43,Manpreet Gony,4,11,2,1,13,12,RCB,Chidambaram,21-May-08
44,Anil Kumble,4,14,3,0,13,8,CSK,Chidambaram,21-May-08
45,Jacques Kallis,4,15,0,0,13,0,CSK,Chidambaram,21-May-08
46,Sohail Tanvir,3.1,13,0,0,13,0,MI,DY Patil Stadium,07-May-08
47,Zaheer Khan,4,17,2,0,13,12,MI,Wankhede Stadium,20-Apr-08
48,Manpreet Gony,4,17,0,0,13,0,KKR,Eden Gardens,18-May-08
49,Muttiah Muralitharan,4,20,1,0,13,24,RR,Sawai Mansingh Stadium,04-May-08
50,Dale Steyn,4,20,0,0,13,0,DEC,M. Chinnaswamy Stadium,03-May-08
51,Praveen Kumar,4,22,2,1,13,12,PBKS,M. Chinnaswamy Stadium,05-May-08
52,MF Maharoof,4,22,1,0,13,24,RR,Sawai Mansingh Stadium,11-May-08
53,Piyush Chawla,4,22,1,0,13,24,MI,Wankhede Stadium,21-May-08
54,Umar Gul,4,23,4,0,13,6,PBKS,Eden Gardens,25-May-08
55,Ajit Agarkar,4,23,1,0,13,24,MI,Eden Gardens,29-Apr-08
56,Irfan Pathan,4,24,1,0,13,24,CSK,Wankhede Stadium,31-May-08
57,RP Singh,4,24,1,0,13,24,RR,Sawai Mansingh Stadium,09-May-08
58,Shanthakumaran Sreesanth,4,25,2,0,13,12,KKR,IS Bindra Stadium,03-May-08
59,Sanjay Bangar,3,19,0,0,13,0,KKR,Eden Gardens,20-Apr-08
60,Albie Morkel,4,26,1,0,13,24,DEC,Chidambaram,06-May-08
61,Yo Mahesh,4,31,1,0,13,24,CSK,Chidambaram,02-May-08
62,Sohail Tanvir,4,31,0,0,13,0,RCB,M. Chinnaswamy Stadium,26-Apr-08
63,Shane Watson,4,32,1,0,13,24,DEC,Rajiv Gandhi Intl. Cricket Stadium,24-Apr-08
64,Dhawal Kulkarni,4,33,3,0,13,8,CSK,Wankhede Stadium,14-May-08
65,Ishant Sharma,3.4,33,1,0,13,22,MI,Eden Gardens,29-Apr-08
66,Dominic Thornely,3,7,2,0,12,9,KKR,Wankhede Stadium,16-May-08
67,Ishant Sharma,3,9,1,1,12,18,DEC,Eden Gardens,20-Apr-08
68,Shane Watson,3,10,3,0,12,6,DC,Wankhede Stadium,30-May-08
69,Shoaib Akhtar,3,11,4,0,12,4.5,DC,Eden Gardens,13-May-08
70,Munaf Patel,4,16,2,0,12,12,CSK,Sawai Mansingh Stadium,04-May-08
71,Rajat Bhatia,4,17,2,0,12,12,RR,Arun Jaitley Stadium,19-Apr-08
72,Ashish Nehra,3,13,3,0,12,6,RR,DY Patil Stadium,07-May-08
73,Dwayne Bravo,3,13,2,1,12,9,KKR,Wankhede Stadium,16-May-08
74,Anil Kumble,4,18,2,0,12,12,DC,M. Chinnaswamy Stadium,19-May-08
75,Dale Steyn,4,19,2,0,12,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,25-May-08
76,Muttiah Muralitharan,4,19,1,0,12,24,PBKS,Wankhede Stadium,31-May-08
77,Ramesh Powar,4,20,1,0,12,24,DEC,IS Bindra Stadium,23-May-08
78,Munaf Patel,4,21,2,0,12,12,RCB,Sawai Mansingh Stadium,17-May-08
79,Manpreet Gony,4,21,1,0,12,24,DEC,Rajiv Gandhi Intl. Cricket Stadium,27-May-08
80,Lakshmipathy Balaji,4,24,5,0,12,4.8,PBKS,Chidambaram,10-May-08
81,Dwayne Bravo,4,24,3,0,12,8,DEC,Rajiv Gandhi Intl. Cricket Stadium,18-May-08
82,Makhaya Ntini,4,24,1,0,12,24,DEC,Rajiv Gandhi Intl. Cricket Stadium,27-May-08
83,Piyush Chawla,4,25,3,0,12,8,RCB,M. Chinnaswamy Stadium,05-May-08
84,Siddharth Trivedi,4,25,2,0,12,12,PBKS,Sawai Mansingh Stadium,21-Apr-08
85,Yo Mahesh,4,25,0,0,12,0,RCB,M. Chinnaswamy Stadium,19-May-08
86,Sohail Tanvir,4,26,3,0,12,8,KKR,Eden Gardens,20-May-08
87,Albie Morkel,4,27,2,0,12,12,PBKS,Wankhede Stadium,31-May-08
88,Makhaya Ntini,4,27,0,0,12,0,RCB,Chidambaram,21-May-08
89,Zaheer Khan,4,29,2,0,12,12,PBKS,M. Chinnaswamy Stadium,05-May-08
90,Siddharth Trivedi,4,29,1,0,12,24,RCB,M. Chinnaswamy Stadium,26-Apr-08
91,Piyush Chawla,4,29,0,0,12,0,DC,IS Bindra Stadium,27-Apr-08
92,Shanthakumaran Sreesanth,4,31,2,0,12,12,MI,IS Bindra Stadium,25-Apr-08
93,Piyush Chawla,4,31,0,0,12,0,DEC,IS Bindra Stadium,23-May-08
94,RP Singh,4,32,0,0,12,0,CSK,Rajiv Gandhi Intl. Cricket Stadium,27-May-08
95,Ashok Dinda,4,33,3,0,12,8,DEC,Rajiv Gandhi Intl. Cricket Stadium,11-May-08
96,RP Singh,4,35,3,0,12,8,MI,Rajiv Gandhi Intl. Cricket Stadium,18-May-08
97,Shanthakumaran Sreesanth,4,35,2,0,12,12,MI,Wankhede Stadium,21-May-08
98,Brett Lee,4,35,1,0,12,24,CSK,IS Bindra Stadium,19-Apr-08
99,Ashish Nehra,4,35,1,0,12,24,CSK,Chidambaram,23-Apr-08
100,Brett Lee,4,35,1,0,12,24,RR,Sawai Mansingh Stadium,21-Apr-08
101,Munaf Patel,4,36,1,0,12,24,PBKS,Sawai Mansingh Stadium,21-Apr-08
102,Munaf Patel,4,37,0,0,12,0,PBKS,IS Bindra Stadium,28-May-08
103,Glenn McGrath,4,38,0,0,12,0,RR,Wankhede Stadium,30-May-08
104,Shane Watson,4,39,0,0,12,0,PBKS,Sawai Mansingh Stadium,21-Apr-08
105,Chaminda Vaas,3,9,2,0,11,9,KKR,Eden Gardens,20-Apr-08
106,MF Maharoof,4,13,2,0,11,12,RCB,M. Chinnaswamy Stadium,19-May-08
107,Amit Mishra,4,17,5,0,11,4.8,DEC,Arun Jaitley Stadium,15-May-08
108,Pragyan Ojha,4,18,2,0,11,12,KKR,Eden Gardens,20-Apr-08
109,Shane Warne,4,19,3,0,11,8,PBKS,Sawai Mansingh Stadium,21-Apr-08
110,Muttiah Muralitharan,4,19,1,0,11,24,RCB,Chidambaram,21-May-08
111,Shane Warne,4,21,2,0,11,12,DC,Wankhede Stadium,30-May-08
112,Shane Watson,4,21,2,0,11,12,DC,Sawai Mansingh Stadium,11-May-08
113,Sourav Ganguly,4,21,2,0,11,12,RCB,M. Chinnaswamy Stadium,18-Apr-08
114,Irfan Pathan,4,21,1,0,11,24,RR,Sawai Mansingh Stadium,21-Apr-08
115,Glenn McGrath,4,21,1,0,11,24,CSK,Chidambaram,02-May-08
116,Makhaya Ntini,4,21,0,1,11,0,RR,DY Patil Stadium,01-Jun-08
117,Paidikalva Vijaykumar,3,17,1,0,11,18,CSK,Chidambaram,06-May-08
118,Ashish Nehra,3,17,0,0,11,0,KKR,Wankhede Stadium,16-May-08
119,Praveen Kumar,4,23,3,0,11,8,DEC,M. Chinnaswamy Stadium,03-May-08
120,Muttiah Muralitharan,4,24,1,0,11,24,DEC,Chidambaram,06-May-08
121,Paidikalva Vijaykumar,4,24,1,0,11,24,DC,Arun Jaitley Stadium,15-May-08
122,Dwayne Bravo,4,25,1,0,11,24,KKR,Eden Gardens,29-Apr-08
123,Dwayne Smith,4,26,3,0,11,8,RCB,M. Chinnaswamy Stadium,28-May-08
124,Ishant Sharma,4,26,1,0,11,24,RR,Sawai Mansingh Stadium,01-May-08
125,Shaun Pollock,4,27,2,0,11,12,KKR,Eden Gardens,29-Apr-08
126,Dilhara Fernando,4,27,2,0,11,12,RR,Sawai Mansingh Stadium,26-May-08
127,MF Maharoof,4,27,1,0,11,24,MI,Arun Jaitley Stadium,24-May-08
128,Vikram Singh,4,28,2,0,11,12,KKR,Eden Gardens,25-May-08
129,Pradeep Sangwan,4,29,1,0,11,24,KKR,Eden Gardens,13-May-08
130,Praveen Kumar,4,29,1,0,11,24,MI,Wankhede Stadium,20-Apr-08
131,Nuwan Zoysa,4,30,1,0,11,24,MI,DY Patil Stadium,27-Apr-08
132,Ashok Dinda,4,30,0,0,11,0,RR,Sawai Mansingh Stadium,01-May-08
133,Ashish Nehra,4,31,0,0,11,0,CSK,Wankhede Stadium,14-May-08
134,Ashok Dinda,3,24,1,0,11,18,PBKS,IS Bindra Stadium,03-May-08
135,Sohail Tanvir,4,33,3,0,11,8,CSK,Chidambaram,24-May-08
136,Ashok Dinda,3,25,0,0,11,0,CSK,Chidambaram,26-Apr-08
137,Umar Gul,3.3,30,2,1,11,10.5,RR,Eden Gardens,20-May-08
138,Yo Mahesh,4,36,4,0,11,6,MI,Arun Jaitley Stadium,24-May-08
139,Irfan Pathan,4,37,0,0,11,0,MI,Wankhede Stadium,21-May-08
140,Zaheer Khan,4,38,3,0,11,8,CSK,M. Chinnaswamy Stadium,28-Apr-08
141,Manpreet Gony,4,38,1,0,11,24,PBKS,Chidambaram,10-May-08
142,Dale Steyn,4,40,0,0,11,0,CSK,M. Chinnaswamy Stadium,28-Apr-08
143,Sourav Ganguly,3,7,1,0,10,18,RCB,Eden Gardens,08-May-08
144,Siddharth Trivedi,3,8,1,0,10,18,DEC,Sawai Mansingh Stadium,09-May-08
145,MF Maharoof,4,11,2,0,10,12,RR,Arun Jaitley Stadium,19-Apr-08
146,Yusuf Pathan,3,9,0,0,10,0,MI,Sawai Mansingh Stadium,26-May-08
147,Vikram Singh,4,15,1,0,10,24,RCB,IS Bindra Stadium,12-May-08
148,RP Singh,3,12,2,0,10,9,CSK,Chidambaram,06-May-08
149,Shaun Pollock,4,17,0,0,10,0,RCB,Wankhede Stadium,20-Apr-08
150,Munaf Patel,4,14,2,0,19,12,KKR,Kingsmead,20-May-09
151,Ashok Dinda,4,12,0,0,17,0,RR,Kingsmead,20-May-09
152,Brett Lee,4,15,3,1,17,8,DC,OUTsurance Oval,15-May-09
153,Muttiah Muralitharan,4,8,2,0,16,12,PBKS,Kingsmead,20-May-09
154,Muttiah Muralitharan,4,11,3,1,16,8,RCB,St George's Park,20-Apr-09
155,Albie Morkel,4,13,2,0,16,12,RCB,Kingsmead,14-May-09
156,Charl Langeveldt,4,15,3,0,16,8,RR,Kingsmead,20-May-09
157,Lasith Malinga,4,19,3,1,16,8,DEC,Kingsmead,25-Apr-09
158,Ishant Sharma,4,29,1,0,16,24,KKR,St George's Park,27-Apr-09
159,Ishant Sharma,4,29,1,0,16,24,MI,St George's Park,27-Apr-09
160,Amit Singh,4,9,3,0,15,8,PBKS,Kingsmead,05-May-09
161,Harbhajan Singh,4,9,1,0,15,24,PBKS,Supersport Park,12-May-09
162,Praveen Kumar,3,7,2,0,15,9,RR,Newlands,18-Apr-09
163,Yuvraj Singh,4,13,3,0,15,8,DEC,New Wanderers Stadium,17-May-09
164,Amit Mishra,4,14,3,0,15,8,KKR,New Wanderers Stadium,10-May-09
165,Ajit Agarkar,4,15,2,0,15,12,RR,Kingsmead,20-May-09
166,Muttiah Muralitharan,4,16,1,0,15,24,KKR,Supersport Park,18-May-09
167,RP Singh,4,18,2,1,15,12,RR,St George's Park,02-May-09
168,Yusuf Abdulla,4,19,2,0,15,12,MI,Kingsmead,29-Apr-09
169,Yusuf Pathan,4,19,1,0,15,24,DEC,St George's Park,02-May-09
170,Dimitri Mascarenhas,4,20,3,0,15,8,RCB,Newlands,18-Apr-09
171,Brett Lee,4,25,1,0,15,24,MI,Supersport Park,12-May-09
172,Shane Harwood,4,26,1,0,15,24,PBKS,Kingsmead,05-May-09
173,Ryan Harris,4,27,3,1,15,8,DC,Supersport Park,22-May-09
174,Anil Kumble,4,12,2,0,14,12,CSK,Kingsmead,14-May-09
175,Murali Kartik,4,12,1,0,14,24,DEC,New Wanderers Stadium,16-May-09
176,Munaf Patel,4,14,2,1,14,12,DC,Supersport Park,28-Apr-09
177,Jesse Ryder,4,14,2,0,14,12,RR,Newlands,18-Apr-09
178,Ishant Sharma,4,15,2,0,14,12,RCB,Kingsmead,29-Apr-09
179,Kamran Khan,4,15,2,0,14,12,PBKS,Newlands,26-Apr-09
180,Ishant Sharma,4,15,2,0,14,12,RCB,Kingsmead,29-Apr-09
181,Brett Lee,4,16,0,0,14,0,CSK,Kingsmead,20-May-09
182,Shane Warne,4,18,2,0,14,12,RCB,Newlands,18-Apr-09
183,Amit Mishra,4,18,0,1,14,0,KKR,Kingsmead,05-May-09
184,Amit Singh,4,19,4,0,14,6,RCB,Supersport Park,07-May-09
185,Irfan Pathan,4,19,2,0,14,12,RCB,Kingsmead,01-May-09
186,Chaminda Vaas,4,19,2,0,14,12,RR,De Beers Diamond Oval,11-May-09
187,Shanthakumaran Sreesanth,4,20,2,0,14,12,DC,OUTsurance Oval,15-May-09
188,Shoaib Ahmed,4,20,2,0,14,12,DC,Supersport Park,30-Apr-09
189,Yusuf Abdulla,4,21,3,0,14,8,RR,Newlands,26-Apr-09
190,RP Singh,4,22,1,0,14,24,RR,De Beers Diamond Oval,11-May-09
191,RP Singh,3.4,22,4,0,14,5.5,KKR,Newlands,19-Apr-09
192,Muttiah Muralitharan,4,24,1,0,14,24,RCB,Kingsmead,14-May-09
193,RP Singh,4,27,2,0,14,12,MI,Kingsmead,25-Apr-09
194,Shane Warne,4,27,1,0,14,24,CSK,De Beers Diamond Oval,09-May-09
195,Dimitri Mascarenhas,4,29,1,1,14,24,KKR,Newlands,23-Apr-09
196,Lasith Malinga,4,32,1,0,14,24,PBKS,Supersport Park,12-May-09
197,Anureet Singh,4,35,2,0,14,12,RR,Newlands,23-Apr-09
198,Anil Kumble,3.1,5,5,1,13,3.8,RR,Newlands,18-Apr-09
199,Pragyan Ojha,4,14,2,0,13,12,KKR,Newlands,19-Apr-09
200,Lasith Malinga,4,15,3,0,13,8,CSK,Newlands,18-Apr-09
201,JP Duminy,4,15,2,0,13,12,PBKS,Supersport Park,12-May-09
202,Muttiah Muralitharan,4,15,1,0,13,24,RCB,New Wanderers Stadium,23-May-09
203,RP Singh,4,17,2,0,13,12,RCB,Newlands,22-Apr-09
204,Ishant Sharma,3,13,0,0,13,0,DEC,Newlands,19-Apr-09
205,Ishant Sharma,3,13,0,0,13,0,DEC,Newlands,19-Apr-09
206,Amit Mishra,4,19,3,0,13,8,DEC,Supersport Park,22-May-09
207,Johan Botha,4,19,2,0,13,12,KKR,Kingsmead,20-May-09
208,RP Singh,4,19,2,0,13,12,MI,Supersport Park,06-May-09
209,Lasith Malinga,4,19,1,0,13,24,CSK,St George's Park,16-May-09
210,Siddharth Trivedi,4,20,1,0,13,24,PBKS,Kingsmead,05-May-09
211,Laxmi Ratan Shukla,4,20,0,0,13,0,RR,Kingsmead,20-May-09
212,Dhawal Kulkarni,4,21,1,0,13,24,DEC,Supersport Park,06-May-09
213,Yuvraj Singh,4,22,3,0,13,8,RCB,Kingsmead,01-May-09
214,Munaf Patel,3.5,22,2,0,13,11.5,MI,Kingsmead,14-May-09
215,Shanthakumaran Sreesanth,4,23,2,0,13,12,CSK,Kingsmead,20-May-09
216,Munaf Patel,4,24,2,0,13,12,PBKS,Newlands,26-Apr-09
217,Ishant Sharma,4,24,1,0,13,24,PBKS,Kingsmead,21-Apr-09
218,Brett Lee,4,24,1,0,13,24,DEC,De Beers Diamond Oval,09-May-09
219,Ishant Sharma,4,24,1,0,13,24,PBKS,Kingsmead,21-Apr-09
220,Shane Harwood,4,25,2,0,13,12,DEC,St George's Park,02-May-09
221,Praveen Kumar,4,27,2,0,13,12,PBKS,Kingsmead,01-May-09
222,Dwayne Bravo,4,27,1,0,13,24,CSK,Newlands,18-Apr-09
223,Ashok Dinda,4,29,1,0,13,24,CSK,Supersport Park,18-May-09
224,Praveen Kumar,4,31,0,0,13,0,RR,Supersport Park,07-May-09
225,Ryan Harris,4,34,1,1,13,24,RCB,New Wanderers Stadium,24-May-09
226,Lasith Malinga,4,12,2,0,12,12,PBKS,Kingsmead,29-Apr-09
227,Anil Kumble,4,16,4,0,12,6,DEC,New Wanderers Stadium,24-May-09
228,Anil Kumble,4,16,2,0,12,12,KKR,Kingsmead,29-Apr-09
229,Harbhajan Singh,4,17,4,0,12,6,DC,Supersport Park,21-May-09
230,Jacques Kallis,4,18,2,1,12,12,CSK,Kingsmead,14-May-09
231,Lakshmipathy Balaji,4,19,3,0,12,8,DC,Kingsmead,23-Apr-09
232,Muttiah Muralitharan,4,19,0,0,12,0,MI,St George's Park,16-May-09
233,Ryan Harris,4,20,2,0,12,12,KKR,New Wanderers Stadium,16-May-09
234,Jacques Kallis,4,20,1,0,12,24,RR,Supersport Park,07-May-09
235,Morne Morkel,4,20,0,0,12,0,RCB,Supersport Park,07-May-09
236,Amit Mishra,4,20,0,0,12,0,MI,Buffalo Park,08-May-09
237,Muttiah Muralitharan,4,22,2,0,12,12,RR,De Beers Diamond Oval,09-May-09
238,Harmeet Singh Bansal,4,23,2,0,12,12,RCB,New Wanderers Stadium,24-May-09
239,Anil Kumble,4,23,2,0,12,12,DEC,Supersport Park,21-May-09
240,Ishant Sharma,4,23,0,0,12,0,DEC,New Wanderers Stadium,16-May-09
241,Ishant Sharma,4,23,0,0,12,0,DEC,New Wanderers Stadium,16-May-09
242,Shadab Jakati,4,24,4,0,12,6,DC,New Wanderers Stadium,02-May-09
243,Dwayne Bravo,3.1,19,1,0,12,19,CSK,St George's Park,16-May-09
244,Lasith Malinga,4,24,1,0,12,24,DEC,Supersport Park,06-May-09
245,Harbhajan Singh,4,24,0,0,12,0,KKR,Buffalo Park,01-May-09
246,Jacques Kallis,4,24,0,0,12,0,DEC,New Wanderers Stadium,24-May-09
247,Jesse Ryder,4,24,0,0,12,0,PBKS,Kingsmead,01-May-09
248,Anil Kumble,4,25,2,0,12,12,PBKS,Kingsmead,01-May-09
249,Dwayne Bravo,4,27,1,0,12,24,RCB,St George's Park,10-May-09
250,Yusuf Pathan,4,27,0,0,12,0,KKR,Newlands,23-Apr-09
251,Piyush Chawla,4,30,2,0,12,12,RR,Kingsmead,05-May-09
252,Ryan Harris,4,31,0,0,12,0,PBKS,New Wanderers Stadium,17-May-09
253,Dillon du Preez,4,32,3,1,12,8,MI,New Wanderers Stadium,03-May-09
254,Scott Styris,4,32,2,0,12,12,KKR,Newlands,19-Apr-09
255,Yusuf Abdulla,4,36,4,1,12,6,RCB,Kingsmead,01-May-09
256,Ravichandran Ashwin,4,13,2,0,11,12,PBKS,Kingsmead,20-May-09
257,Tirumalasetti Suman,4,14,2,0,11,12,MI,Supersport Park,06-May-09
258,Muttiah Muralitharan,3,11,2,0,11,9,DEC,Buffalo Park,04-May-09
259,JP Duminy,4,15,1,0,11,24,DC,Buffalo Park,08-May-09
260,RP Singh,4,16,1,0,11,24,RCB,New Wanderers Stadium,24-May-09
261,Suresh Raina,4,17,2,0,11,12,PBKS,Kingsmead,20-May-09
262,Muttiah Muralitharan,4,17,1,0,11,24,DEC,Kingsmead,27-Apr-09
263,Jacques Kallis,4,17,1,0,11,24,DC,New Wanderers Stadium,19-May-09
264,Piyush Chawla,4,19,1,0,11,24,RCB,Kingsmead,24-Apr-09
265,Piyush Chawla,4,20,0,0,11,0,DEC,New Wanderers Stadium,17-May-09
266,Amit Singh,3.3,19,1,0,11,21,KKR,Kingsmead,20-May-09
267,Ishant Sharma,4,23,2,0,11,12,KKR,New Wanderers Stadium,10-May-09
268,Ishant Sharma,4,23,2,0,11,12,DC,New Wanderers Stadium,10-May-09
269,Ramesh Powar,4,23,1,0,11,24,MI,Kingsmead,29-Apr-09
270,Jacques Kallis,4,23,0,0,11,0,MI,New Wanderers Stadium,03-May-09
271,Sudeep Tyagi,3,18,2,0,11,9,DC,New Wanderers Stadium,02-May-09
272,Dhawal Kulkarni,4,24,1,0,11,24,RCB,St George's Park,10-May-09
273,Laxmi Ratan Shukla,4,25,3,0,11,8,MI,St George's Park,27-Apr-09
274,Ryan Harris,4,25,0,0,11,0,MI,Supersport Park,06-May-09
275,Ajit Agarkar,3,19,0,0,11,0,DC,New Wanderers Stadium,10-May-09
276,Irfan Pathan,4,26,2,0,11,12,RR,Newlands,26-Apr-09
277,Wilkin Mota,4,26,1,0,11,24,DEC,De Beers Diamond Oval,09-May-09
278,Jacques Kallis,4,26,1,0,11,24,CSK,New Wanderers Stadium,23-May-09
279,Abhishek Nayar,4,26,0,0,11,0,RCB,New Wanderers Stadium,03-May-09
280,RP Singh,3,20,1,0,11,18,DC,Supersport Park,30-Apr-09
281,Piyush Chawla,4,27,2,0,11,12,KKR,St George's Park,03-May-09
282,Thilan Thushara,4,28,2,0,11,12,PBKS,Kingsmead,20-May-09
283,Dimitri Mascarenhas,4,28,2,0,11,12,DC,Supersport Park,28-Apr-09
284,Andrew Symonds,4,28,1,0,11,24,KKR,New Wanderers Stadium,16-May-09
285,Lasith Malinga,4,28,1,0,11,24,RR,Kingsmead,14-May-09
286,Dhawal Kulkarni,4,29,0,0,11,0,RR,Kingsmead,14-May-09
287,Lasith Malinga,4,30,1,0,11,24,DC,Buffalo Park,08-May-09
288,Yusuf Abdulla,4,31,4,0,11,6,RCB,Kingsmead,24-Apr-09
289,Albie Morkel,4,31,1,0,11,24,MI,St George's Park,16-May-09
290,Brett Lee,4,31,0,0,11,0,DEC,New Wanderers Stadium,17-May-09
291,Albie Morkel,3,24,2,1,11,9,DEC,Buffalo Park,04-May-09
292,Piyush Chawla,4,32,1,0,11,24,MI,Supersport Park,12-May-09
293,RP Singh,4,33,2,0,11,12,DC,Supersport Park,22-May-09
294,Vinay Kumar,4,33,2,0,11,12,KKR,Supersport Park,12-May-09
295,Ishant Sharma,4,36,2,0,11,12,KKR,Newlands,23-Apr-09
296,Ishant Sharma,4,36,2,0,11,12,RR,Newlands,23-Apr-09
297,Munaf Patel,4,39,2,0,11,12,DC,OUTsurance Oval,17-May-09
298,Jacques Kallis,4,40,0,0,11,0,KKR,Supersport Park,12-May-09
299,Ishant Sharma,4,40,0,0,11,0,RCB,Supersport Park,12-May-09
300,Dirk Nannes,4,12,2,0,18,12,PBKS,IS Bindra Stadium,13-Mar-10
301,Ravichandran Ashwin,4,13,2,0,18,12,DEC,Vidarbha Cricket Association Stadium,10-Apr-10
302,Doug Bollinger,4,13,4,1,17,6,DEC,DY Patil Stadium,22-Apr-10
303,Doug Bollinger,4,15,2,1,17,12,KKR,Chidambaram,13-Apr-10
304,Ramesh Powar,4,25,0,0,17,0,DC,Arun Jaitley Stadium,11-Apr-10
305,Dale Steyn,4,15,1,0,16,24,RR,Sawai Mansingh Stadium,14-Apr-10
306,Sanath Jayasuriya,4,17,2,0,16,12,DC,Arun Jaitley Stadium,17-Mar-10
307,Ravichandran Ashwin,4,14,1,0,15,24,DEC,DY Patil Stadium,22-Apr-10
308,Dale Steyn,3,11,1,1,15,18,DEC,DY Patil Stadium,24-Apr-10
309,Ravichandran Ashwin,4,16,3,0,15,8,KKR,Chidambaram,13-Apr-10
310,Muttiah Muralitharan,4,16,3,0,15,8,PBKS,Chidambaram,21-Mar-10
311,Praveen Kumar,4,18,3,0,15,8,RR,M. Chinnaswamy Stadium,18-Mar-10
312,Shane Bond,4,20,1,1,15,24,RR,Eden Gardens,17-Apr-10
313,Doug Bollinger,4,15,2,0,14,12,RR,Chidambaram,03-Apr-10
314,Piyush Chawla,4,16,2,0,14,12,DC,Arun Jaitley Stadium,11-Apr-10
315,Shadab Jakati,4,17,2,1,14,12,RCB,Chidambaram,31-Mar-10
316,Zaheer Khan,4,17,2,1,14,12,RR,Sawai Mansingh Stadium,11-Apr-10
317,Anil Kumble,4,17,1,0,14,24,KKR,M. Chinnaswamy Stadium,10-Apr-10
318,Nayan Doshi,4,17,1,0,14,24,DEC,DY Patil Stadium,24-Apr-10
