,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1258,Aaron Finch,15,5,300,2,1,KKR,Eden Gardens,08-May-16
1259,Virat Kohli,15,4,375,0,2,RPS,M. Chinnaswamy Stadium,07-May-16
1260,Shane Watson,15,5,300,2,1,DC,M. Chinnaswamy Stadium,17-Apr-16
1261,AB de Villiers,15,5,300,1,1,PBKS,IS Bindra Stadium,09-May-16
1262,David Warner,15,5,300,2,1,DC,Rajiv Gandhi Intl. Cricket Stadium,12-May-16
1263,Rohit Sharma,15,5,300,3,0,DC,Arun Jaitley Stadium,23-Apr-16
1264,Glenn Maxwell,15,4,375,2,1,KKR,Eden Gardens,04-May-16
1265,KL Rahul,15,6,250,2,1,MI,M. Chinnaswamy Stadium,11-May-16
1266,Sachin Baby,15,6,250,2,1,KKR,M. Chinnaswamy Stadium,02-May-16
1267,Kieron Pollard,15,5,300,2,1,RCB,M. Chinnaswamy Stadium,11-May-16
1268,AB de Villiers,15,4,375,0,2,RPS,Maharashtra Cricket Association's International Stadium,22-Apr-16
1269,Wriddhiman Saha,15,5,300,3,0,DC,IS Bindra Stadium,07-May-16
1270,Andre Russell,15,6,250,0,2,MI,Eden Gardens,13-Apr-16
1271,Quinton de Kock,15,5,300,1,1,PBKS,IS Bindra Stadium,07-May-16
1272,Yusuf Pathan,14,4,350,0,2,SRH,Eden Gardens,22-May-16
1273,Aaron Finch,14,4,350,2,1,SRH,Arun Jaitley Stadium,27-May-16
1274,Sam Billings,14,4,350,0,2,RPS,Arun Jaitley Stadium,05-May-16
1275,Virat Kohli,14,3,466.66,2,1,DC,M. Chinnaswamy Stadium,17-Apr-16
1276,Suryakumar Yadav,14,6,233.33,1,1,DC,Arun Jaitley Stadium,30-Apr-16
1277,Aaron Finch,14,5,280,1,1,KKR,Eden Gardens,08-May-16
1278,AB de Villiers,14,4,350,0,2,SRH,M. Chinnaswamy Stadium,12-Apr-16
1279,Chris Morris,14,4,350,0,2,GL,Arun Jaitley Stadium,27-Apr-16
1280,Kieron Pollard,14,6,233.33,2,1,RCB,Wankhede Stadium,20-Apr-16
1281,AB de Villiers,14,6,233.33,2,1,SRH,M. Chinnaswamy Stadium,12-Apr-16
1282,Marcus Stoinis,14,5,280,1,1,GL,Saurashtra Cricket Association Stadium,01-May-16
1283,Dwayne Smith,14,5,280,1,1,RCB,Saurashtra Cricket Association Stadium,24-Apr-16
1284,Parthiv Patel,14,6,233.33,3,0,RPS,Maharashtra Cricket Association's International Stadium,01-May-16
1285,Virat Kohli,14,4,350,0,2,GL,M. Chinnaswamy Stadium,14-May-16
1286,Virat Kohli,14,5,280,3,0,PBKS,M. Chinnaswamy Stadium,18-May-16
1287,MS Dhoni,14,5,280,1,1,DC,Arun Jaitley Stadium,05-May-16
1288,Jos Buttler,14,4,350,0,2,RCB,M. Chinnaswamy Stadium,11-May-16
1289,Gurkeerat Mann Singh,14,4,350,0,2,RPS,ACA-VDCA Stadium,21-May-16
1290,Rishabh Pant,14,6,233.33,3,0,GL,Saurashtra Cricket Association Stadium,03-May-16
1291,Marcus Stoinis,14,5,280,1,1,RCB,IS Bindra Stadium,09-May-16
1292,Manan Vohra,14,5,280,3,0,RPS,IS Bindra Stadium,17-Apr-16
1293,Virat Kohli,14,5,280,1,1,SRH,M. Chinnaswamy Stadium,12-Apr-16
1294,Stuart Binny,14,5,280,2,1,GL,M. Chinnaswamy Stadium,24-May-16
1295,Manan Vohra,14,6,233.33,3,0,GL,IS Bindra Stadium,11-Apr-16
1296,Dwayne Smith,14,6,233.33,2,0,RPS,Maharashtra Cricket Association's International Stadium,29-Apr-16
1297,David Warner,14,7,200,2,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-16
1298,Dwayne Bravo,13,4,325,3,0,RPS,Saurashtra Cricket Association Stadium,14-Apr-16
1299,Wriddhiman Saha,13,4,325,1,1,MI,ACA-VDCA Stadium,13-May-16
1300,Hashim Amla,13,5,260,3,0,SRH,IS Bindra Stadium,15-May-16
1301,Shikhar Dhawan,13,6,216.66,3,0,MI,ACA-VDCA Stadium,08-May-16
1302,Deepak Hooda,13,5,260,2,0,MI,Rajiv Gandhi Intl. Cricket Stadium,18-Apr-16
1303,Mitchell McClenaghan,13,4,325,0,2,KKR,Eden Gardens,13-Apr-16
1304,Chris Gayle,13,3,433.33,0,2,PBKS,M. Chinnaswamy Stadium,18-May-16
1305,Shane Watson,13,3,433.33,0,2,RPS,M. Chinnaswamy Stadium,07-May-16
1306,Andre Russell,13,5,260,3,0,MI,Wankhede Stadium,28-Apr-16
1307,Moises Henriques,13,4,325,0,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-16
1308,Pawan Negi,13,6,216.66,1,1,RPS,Arun Jaitley Stadium,05-May-16
1309,Manan Vohra,13,5,260,2,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,23-Apr-16
1310,Gautam Gambhir,13,5,260,3,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,16-Apr-16
1311,Andre Russell,13,5,260,0,2,RPS,Maharashtra Cricket Association's International Stadium,24-Apr-16
1312,David Warner,13,5,260,2,0,GL,Arun Jaitley Stadium,27-May-16
1313,Robin Uthappa,13,6,216.66,3,0,SRH,Eden Gardens,22-May-16
1314,Virat Kohli,13,4,325,1,1,GL,M. Chinnaswamy Stadium,14-May-16
1315,Dinesh Karthik,13,5,260,2,0,RCB,Saurashtra Cricket Association Stadium,24-Apr-16
1316,Brendon McCullum,13,5,260,0,2,RPS,Saurashtra Cricket Association Stadium,14-Apr-16
1317,KL Rahul,13,5,260,2,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,22-May-16
1318,Moises Henriques,13,5,260,1,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-16
1319,Krunal Pandya,13,4,325,1,1,DC,Arun Jaitley Stadium,23-Apr-16
1320,Brendon McCullum,13,4,325,0,2,DC,Arun Jaitley Stadium,27-Apr-16
1321,Manish Pandey,13,4,325,0,2,SRH,Eden Gardens,22-May-16
1322,Shane Watson,13,5,260,3,0,KKR,M. Chinnaswamy Stadium,02-May-16
1323,Karun Nair,13,4,325,0,2,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,20-May-16
1324,Manan Vohra,13,5,260,3,0,DC,Arun Jaitley Stadium,15-Apr-16
1325,Bipul Sharma,13,5,260,0,2,KKR,Arun Jaitley Stadium,25-May-16
1326,Carlos Brathwaite,13,4,325,0,2,RPS,Arun Jaitley Stadium,05-May-16
1327,Steve Smith,13,5,260,3,0,MI,Maharashtra Cricket Association's International Stadium,01-May-16
1328,Sanju Samson,13,5,260,1,1,MI,Arun Jaitley Stadium,23-Apr-16
1329,Gautam Gambhir,13,4,325,1,1,MI,Wankhede Stadium,28-Apr-16
1330,Usman Khawaja,13,5,260,3,0,DC,ACA-VDCA Stadium,17-May-16
1331,Yuvraj Singh,13,5,260,1,1,MI,ACA-VDCA Stadium,08-May-16
1332,Steve Smith,13,4,325,1,1,MI,Maharashtra Cricket Association's International Stadium,01-May-16
1333,David Miller,13,6,216.66,0,1,MI,IS Bindra Stadium,25-Apr-16
1334,Martin Guptill,13,4,325,0,2,DC,ACA-VDCA Stadium,15-May-16
1335,Dwayne Bravo,13,5,260,3,0,SRH,Arun Jaitley Stadium,27-May-16
1336,Dinesh Karthik,13,4,325,3,0,KKR,Eden Gardens,08-May-16
1337,AB de Villiers,13,5,260,2,0,PBKS,IS Bindra Stadium,09-May-16
1338,Sam Billings,13,6,216.66,2,0,KKR,Arun Jaitley Stadium,30-Apr-16
1339,MS Dhoni,13,5,260,0,2,GL,Maharashtra Cricket Association's International Stadium,29-Apr-16
1340,Chris Morris,13,4,325,0,2,GL,Arun Jaitley Stadium,27-Apr-16
1341,Ambati Rayudu,13,4,325,1,1,DC,ACA-VDCA Stadium,15-May-16
1342,Axar Patel,13,4,325,1,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,23-Apr-16
1343,AB de Villiers,13,4,325,3,0,DC,M. Chinnaswamy Stadium,17-Apr-16
1344,Thisara Perera,13,4,325,0,2,DC,Arun Jaitley Stadium,05-May-16
1345,Shakib Al Hasan,13,4,325,0,2,GL,Eden Gardens,08-May-16
1346,Karun Nair,13,6,216.66,3,0,KKR,Arun Jaitley Stadium,30-Apr-16
1347,Harbhajan Singh,13,5,260,3,0,RPS,Wankhede Stadium,09-Apr-16
1348,Kieron Pollard,13,3,433.33,0,2,PBKS,ACA-VDCA Stadium,13-May-16
1349,AB de Villiers,13,4,325,0,2,SRH,M. Chinnaswamy Stadium,12-Apr-16
1350,Hardik Pandya,28,6,466.66,1,4,RPS,Maharashtra Cricket Association's International Stadium,06-Apr-17
1351,Glenn Maxwell,27,6,450,2,3,MI,Holkar Cricket Stadium,20-Apr-17
1352,Rishabh Pant,26,6,433.33,2,3,KKR,Arun Jaitley Stadium,17-Apr-17
1353,Sunil Narine,25,6,416.66,1,3,RCB,M. Chinnaswamy Stadium,07-May-17
1354,Kedar Jadhav,24,6,400,2,2,DC,M. Chinnaswamy Stadium,08-Apr-17
1355,Sunil Narine,24,6,400,4,1,RCB,M. Chinnaswamy Stadium,07-May-17
1356,Chris Lynn,23,6,383.33,1,3,GL,Saurashtra Cricket Association Stadium,07-Apr-17
1357,Chris Morris,22,5,440,2,2,RPS,Maharashtra Cricket Association's International Stadium,11-Apr-17
1358,Rishabh Pant,22,5,440,1,3,GL,Arun Jaitley Stadium,04-May-17
1359,Manish Pandey,21,6,350,2,2,MI,Wankhede Stadium,09-Apr-17
1360,Glenn Maxwell,20,5,400,0,3,MI,Wankhede Stadium,11-May-17
1361,Chris Lynn,20,5,400,1,2,GL,Saurashtra Cricket Association Stadium,07-Apr-17
1362,Chris Lynn,20,6,333.33,1,2,RCB,M. Chinnaswamy Stadium,07-May-17
1363,Hashim Amla,20,5,400,2,2,MI,Holkar Cricket Stadium,20-Apr-17
1364,Kane Williamson,20,6,333.33,2,1,PBKS,IS Bindra Stadium,28-Apr-17
1365,Manan Vohra,20,5,400,2,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,17-Apr-17
1366,Chris Gayle,20,5,400,2,2,GL,Saurashtra Cricket Association Stadium,18-Apr-17
1367,Ishan Kishan,20,6,333.33,2,2,RCB,Saurashtra Cricket Association Stadium,18-Apr-17
1368,Aaron Finch,19,5,380,1,2,RPS,Saurashtra Cricket Association Stadium,14-Apr-17
1369,Sanju Samson,19,6,316.66,1,2,RPS,Maharashtra Cricket Association's International Stadium,11-Apr-17
1370,Rahul Tripathi,19,5,380,0,3,KKR,Eden Gardens,03-May-17
1371,Rahul Tripathi,18,6,300,3,1,KKR,Eden Gardens,03-May-17
1372,Sunil Narine,18,6,300,3,1,RCB,Eden Gardens,23-Apr-17
1373,Robin Uthappa,18,5,360,1,2,DC,Eden Gardens,28-Apr-17
1374,Axar Patel,18,6,300,2,1,RCB,M. Chinnaswamy Stadium,05-May-17
1375,Manoj Tiwary,18,6,300,3,1,RCB,M. Chinnaswamy Stadium,16-Apr-17
1376,Kedar Jadhav,18,6,300,2,1,GL,Saurashtra Cricket Association Stadium,18-Apr-17
1377,Yuvraj Singh,17,6,283.33,4,0,DC,Arun Jaitley Stadium,02-May-17
1378,Suresh Raina,17,4,425,1,2,RCB,Saurashtra Cricket Association Stadium,18-Apr-17
1379,Travis Head,17,4,425,1,2,KKR,M. Chinnaswamy Stadium,07-May-17
1380,MS Dhoni,17,5,340,1,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,06-May-17
1381,David Warner,17,6,283.33,2,1,KKR,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-17
1382,Rahul Tripathi,17,5,340,1,2,SRH,Maharashtra Cricket Association's International Stadium,22-Apr-17
1383,Rishabh Pant,17,5,340,1,2,GL,Arun Jaitley Stadium,04-May-17
1384,David Warner,17,4,425,1,2,KKR,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-17
1385,Robin Uthappa,17,4,425,1,2,RPS,Maharashtra Cricket Association's International Stadium,26-Apr-17
1386,Shaun Marsh,17,6,283.33,2,1,SRH,IS Bindra Stadium,28-Apr-17
1387,Shikhar Dhawan,17,6,283.33,4,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,05-Apr-17
1388,Virat Kohli,17,5,340,2,1,MI,M. Chinnaswamy Stadium,14-Apr-17
1389,Rahul Tripathi,17,4,425,1,2,GL,Saurashtra Cricket Association Stadium,14-Apr-17
1390,Yuvraj Singh,17,6,283.33,2,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,05-Apr-17
1391,MS Dhoni,17,5,340,2,1,SRH,Maharashtra Cricket Association's International Stadium,22-Apr-17
1392,AB de Villiers,17,5,340,1,2,PBKS,Holkar Cricket Stadium,10-Apr-17
1393,Marlon Samuels,16,6,266.66,0,2,RPS,Arun Jaitley Stadium,12-May-17
1394,Gautam Gambhir,16,6,266.66,4,0,GL,Saurashtra Cricket Association Stadium,07-Apr-17
1395,Aaron Finch,16,4,400,2,1,RCB,M. Chinnaswamy Stadium,27-Apr-17
1396,Aaron Finch,16,6,266.66,2,1,KKR,Eden Gardens,21-Apr-17
1397,Rohit Sharma,16,6,266.66,4,0,RPS,Rajiv Gandhi Intl. Cricket Stadium,21-May-17
1398,Hardik Pandya,16,4,400,1,2,DC,Arun Jaitley Stadium,06-May-17
1399,Manan Vohra,16,5,320,3,0,RCB,Holkar Cricket Stadium,10-Apr-17
1400,Ben Stokes,16,5,320,0,2,GL,Maharashtra Cricket Association's International Stadium,01-May-17
1401,David Warner,16,5,320,1,2,PBKS,IS Bindra Stadium,28-Apr-17
1402,Chris Morris,16,4,400,2,1,RPS,Maharashtra Cricket Association's International Stadium,11-Apr-17
1403,Parthiv Patel,16,6,266.66,2,1,GL,Saurashtra Cricket Association Stadium,29-Apr-17
1404,Glenn Maxwell,16,5,320,2,1,KKR,Eden Gardens,13-Apr-17
1405,Chris Lynn,16,4,400,1,2,MI,Eden Gardens,13-May-17
1406,Sunil Narine,16,5,320,4,0,GL,Eden Gardens,21-Apr-17
1407,Axar Patel,16,4,400,1,2,GL,Saurashtra Cricket Association Stadium,23-Apr-17
1408,Sunil Narine,16,4,400,1,2,PBKS,Eden Gardens,13-Apr-17
1409,Ben Stokes,15,6,250,0,2,GL,Maharashtra Cricket Association's International Stadium,01-May-17
1410,Sanju Samson,15,5,300,0,2,GL,Arun Jaitley Stadium,04-May-17
1411,Hashim Amla,15,4,375,2,1,GL,IS Bindra Stadium,07-May-17
1412,Krunal Pandya,15,6,250,2,1,SRH,Wankhede Stadium,12-Apr-17
1413,Ravindra Jadeja,15,4,375,0,2,DC,Arun Jaitley Stadium,04-May-17
1414,Ben Cutting,15,5,300,0,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,05-Apr-17
1415,Lendl Simmons,15,5,300,0,2,PBKS,Wankhede Stadium,11-May-17
1416,Nitish Rana,15,5,300,0,2,PBKS,Holkar Cricket Stadium,20-Apr-17
1417,Mandeep Singh,15,4,375,2,1,PBKS,M. Chinnaswamy Stadium,05-May-17
1418,Ben Stokes,15,4,375,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,06-May-17
1419,Sanju Samson,15,5,300,0,2,GL,Arun Jaitley Stadium,04-May-17
1420,Brendon McCullum,15,4,375,2,1,RPS,Saurashtra Cricket Association Stadium,14-Apr-17
1421,Brendon McCullum,15,4,375,2,1,KKR,Eden Gardens,21-Apr-17
1422,Aaron Finch,15,5,300,0,2,RCB,M. Chinnaswamy Stadium,27-Apr-17
1423,Suresh Raina,15,6,250,2,1,DC,Arun Jaitley Stadium,04-May-17
1424,Dinesh Karthik,15,5,300,2,1,DC,Arun Jaitley Stadium,04-May-17
1425,Steve Smith,15,4,375,2,1,RCB,Maharashtra Cricket Association's International Stadium,29-Apr-17
1426,Glenn Maxwell,15,4,375,0,2,KKR,IS Bindra Stadium,09-May-17
1427,Glenn Maxwell,15,5,300,0,2,GL,IS Bindra Stadium,07-May-17
1428,Suryakumar Yadav,15,4,375,2,1,RPS,Eden Gardens,03-May-17
1429,Kieron Pollard,15,4,375,0,2,RCB,M. Chinnaswamy Stadium,14-Apr-17
1430,Shaun Marsh,15,5,300,2,1,SRH,IS Bindra Stadium,28-Apr-17
1431,Corey Anderson,15,5,300,0,2,PBKS,Arun Jaitley Stadium,15-Apr-17
1432,Karun Nair,15,5,300,2,1,SRH,Arun Jaitley Stadium,02-May-17
1433,Suresh Raina,15,5,300,2,1,KKR,Eden Gardens,21-Apr-17
1434,Suresh Raina,15,4,375,0,2,DC,Arun Jaitley Stadium,04-May-17
1435,Ishan Kishan,15,6,250,2,1,MI,Saurashtra Cricket Association Stadium,29-Apr-17
1436,Dwayne Smith,15,5,300,2,1,RPS,Saurashtra Cricket Association Stadium,14-Apr-17
1437,Glenn Maxwell,15,6,250,0,2,MI,Wankhede Stadium,11-May-17
1438,Robin Uthappa,14,4,350,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-17
1439,Rishabh Pant,14,4,350,0,2,RPS,Maharashtra Cricket Association's International Stadium,11-Apr-17
1440,Kane Williamson,14,5,280,3,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-17
1441,Shikhar Dhawan,14,5,280,2,1,MI,Wankhede Stadium,12-Apr-17
1442,Shreyas Iyer,14,5,280,1,1,KKR,Eden Gardens,28-Apr-17
1443,Rishabh Pant,14,6,233.33,1,1,GL,Arun Jaitley Stadium,04-May-17
1444,MS Dhoni,14,5,280,0,2,MI,Wankhede Stadium,16-May-17
1445,Sunil Narine,14,5,280,2,1,GL,Eden Gardens,21-Apr-17
1446,David Warner,14,4,350,0,2,GL,Rajiv Gandhi Intl. Cricket Stadium,09-Apr-17
1447,Karun Nair,14,6,233.33,2,1,MI,Arun Jaitley Stadium,06-May-17
1448,Glenn Maxwell,14,4,350,0,2,RCB,Holkar Cricket Stadium,10-Apr-17
1449,Kedar Jadhav,14,4,350,2,1,GL,Saurashtra Cricket Association Stadium,18-Apr-17
1450,Chris Lynn,14,6,233.33,2,1,RCB,M. Chinnaswamy Stadium,07-May-17
1451,Hashim Amla,14,6,233.33,2,1,GL,Saurashtra Cricket Association Stadium,23-Apr-17
1452,Aaron Finch,14,5,280,0,2,DC,Green Park,10-May-17
1453,Brendon McCullum,14,5,280,2,1,RPS,Saurashtra Cricket Association Stadium,14-Apr-17
1454,Manish Pandey,14,5,280,3,0,RPS,Eden Gardens,03-May-17
1455,Hashim Amla,14,4,350,0,2,MI,Holkar Cricket Stadium,20-Apr-17
1456,Martin Guptill,14,5,280,2,1,SRH,IS Bindra Stadium,28-Apr-17
1457,Dinesh Karthik,14,5,280,0,1,MI,Wankhede Stadium,16-Apr-17
1458,Chris Gayle,14,4,350,0,2,GL,Saurashtra Cricket Association Stadium,18-Apr-17
1459,Andrew Tye,14,4,350,0,2,MI,Saurashtra Cricket Association Stadium,29-Apr-17
1460,David Warner,14,5,280,3,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-17
1461,Rohit Sharma,14,5,280,3,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,08-May-17
1462,Aaron Finch,14,4,350,2,1,KKR,Eden Gardens,21-Apr-17
1463,Ajinkya Rahane,14,5,280,3,0,MI,Maharashtra Cricket Association's International Stadium,06-Apr-17
1464,Shikhar Dhawan,14,5,280,2,1,DC,Arun Jaitley Stadium,02-May-17
1465,Aaron Finch,14,5,280,0,2,RCB,M. Chinnaswamy Stadium,27-Apr-17
1466,Rahul Tripathi,14,6,233.33,2,1,KKR,Eden Gardens,03-May-17
1467,Steve Smith,14,6,233.33,2,1,DC,Arun Jaitley Stadium,12-May-17
1468,Hardik Pandya,14,3,466.66,2,1,PBKS,Holkar Cricket Stadium,20-Apr-17
1469,Kieron Pollard,14,5,280,0,2,DC,Arun Jaitley Stadium,06-May-17
1470,David Warner,14,6,233.33,3,0,RPS,Rajiv Gandhi Intl. Cricket Stadium,06-May-17
1471,Dan Christian,14,4,350,2,1,PBKS,Holkar Cricket Stadium,08-Apr-17
1472,Chris Lynn,14,6,233.33,2,1,RCB,M. Chinnaswamy Stadium,07-May-17
1473,Jos Buttler,14,4,350,0,2,PBKS,Holkar Cricket Stadium,20-Apr-17
1474,Steve Smith,14,4,350,0,2,SRH,Maharashtra Cricket Association's International Stadium,22-Apr-17
1475,Gautam Gambhir,14,6,233.33,3,0,GL,Saurashtra Cricket Association Stadium,07-Apr-17
1476,Pawan Negi,14,5,280,0,2,MI,Wankhede Stadium,01-May-17
1477,Kane Williamson,14,4,350,0,2,DC,Rajiv Gandhi Intl. Cricket Stadium,19-Apr-17
1478,Karn Sharma,14,4,350,2,1,PBKS,Wankhede Stadium,11-May-17
1479,Brendon McCullum,14,5,280,0,2,MI,Wankhede Stadium,16-Apr-17
1480,Manan Vohra,14,4,350,2,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,17-Apr-17
1481,Shreyas Iyer,14,4,350,0,2,SRH,Arun Jaitley Stadium,02-May-17
1482,Dwayne Smith,13,6,216.66,2,0,PBKS,IS Bindra Stadium,07-May-17
1483,AB de Villiers,13,4,325,0,2,PBKS,Holkar Cricket Stadium,10-Apr-17
1484,MS Dhoni,13,4,325,1,1,KKR,Maharashtra Cricket Association's International Stadium,26-Apr-17
1485,Pawan Negi,13,5,260,3,0,DC,Arun Jaitley Stadium,14-May-17
1486,Rahul Tripathi,13,6,216.66,1,1,SRH,Maharashtra Cricket Association's International Stadium,22-Apr-17
1487,Dinesh Karthik,13,4,325,0,2,DC,Arun Jaitley Stadium,04-May-17
1488,Virat Kohli,13,5,260,3,0,RPS,Maharashtra Cricket Association's International Stadium,29-Apr-17
1489,Karun Nair,13,5,260,3,0,RCB,Arun Jaitley Stadium,14-May-17
1490,Lendl Simmons,13,6,216.66,1,1,DC,Arun Jaitley Stadium,06-May-17
1491,Shreyas Iyer,13,4,325,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,19-Apr-17
1492,Jos Buttler,13,4,325,3,0,RCB,Wankhede Stadium,01-May-17
1493,Colin de Grandhomme,13,5,260,3,0,MI,Eden Gardens,13-May-17
1494,Parthiv Patel,13,6,216.66,3,0,RPS,Wankhede Stadium,24-Apr-17
1495,Lendl Simmons,13,5,260,0,2,PBKS,Wankhede Stadium,11-May-17
1496,Wriddhiman Saha,13,4,325,0,2,KKR,Eden Gardens,13-Apr-17
1497,Kedar Jadhav,13,4,325,1,1,DC,M. Chinnaswamy Stadium,08-Apr-17
1498,David Warner,13,4,325,1,1,KKR,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-17
1499,Rahul Tripathi,13,4,325,3,0,KKR,Maharashtra Cricket Association's International Stadium,26-Apr-17
1500,Shreyas Iyer,28,6,466.66,1,4,KKR,Arun Jaitley Stadium,27-Apr-18
1501,Jos Buttler,28,6,466.66,4,2,KKR,Eden Gardens,15-May-18
1502,Rishabh Pant,26,5,520,2,3,SRH,Arun Jaitley Stadium,10-May-18
1503,Chris Gayle,26,5,520,0,4,SRH,IS Bindra Stadium,19-Apr-18
1504,Shane Watson,26,6,433.33,2,3,SRH,Wankhede Stadium,27-May-18
1505,Ishan Kishan,24,4,600,0,4,KKR,Eden Gardens,09-May-18
1506,KL Rahul,24,6,400,3,2,DC,IS Bindra Stadium,08-Apr-18
1507,Jos Buttler,23,6,383.33,1,3,DC,Arun Jaitley Stadium,02-May-18
1508,Suresh Raina,22,6,366.66,2,2,PBKS,Maharashtra Cricket Association's International Stadium,20-May-18
1509,Ambati Rayudu,22,6,366.66,1,3,DC,Arun Jaitley Stadium,18-May-18
1510,Manan Vohra,21,5,420,2,2,MI,M. Chinnaswamy Stadium,01-May-18
1511,Kane Williamson,21,5,420,0,3,CSK,Rajiv Gandhi Intl. Cricket Stadium,22-Apr-18
1512,Sunil Narine,21,5,420,2,2,RR,Eden Gardens,15-May-18
1513,Marcus Stoinis,21,5,420,2,2,MI,Holkar Cricket Stadium,04-May-18
1514,Kane Williamson,21,6,350,3,1,RR,Sawai Mansingh Stadium,29-Apr-18
1515,Andre Russell,21,5,420,0,3,DC,Eden Gardens,16-Apr-18
1516,Colin de Grandhomme,21,5,420,0,3,MI,M. Chinnaswamy Stadium,01-May-18
1517,Abhishek Sharma,20,5,400,1,2,RCB,Arun Jaitley Stadium,12-May-18
1518,Suryakumar Yadav,20,5,400,2,2,PBKS,Wankhede Stadium,16-May-18
1519,Andre Russell,20,5,400,0,3,CSK,Chidambaram,10-Apr-18
1520,Chris Gayle,20,5,400,2,2,CSK,IS Bindra Stadium,15-Apr-18
1521,Sunil Narine,20,6,333.33,2,2,RCB,Eden Gardens,08-Apr-18
1522,Dwayne Bravo,20,6,333.33,0,3,MI,Wankhede Stadium,07-Apr-18
1523,Alex Hales,19,5,380,0,3,DC,Rajiv Gandhi Intl. Cricket Stadium,05-May-18
1524,Faf du Plessis,19,5,380,3,1,SRH,Wankhede Stadium,22-May-18
1525,Deepak Chahar,19,5,380,1,2,PBKS,Maharashtra Cricket Association's International Stadium,20-May-18
1526,Sunil Narine,19,5,380,3,1,SRH,Eden Gardens,25-May-18
1527,Andre Russell,19,4,475,0,3,DC,Eden Gardens,16-Apr-18
1528,Harshal Patel,19,4,475,0,3,CSK,Arun Jaitley Stadium,18-May-18
1529,MS Dhoni,19,5,380,1,2,PBKS,IS Bindra Stadium,15-Apr-18
1530,AB de Villiers,19,5,380,0,3,CSK,M. Chinnaswamy Stadium,25-Apr-18
1531,MS Dhoni,19,6,316.66,0,3,RCB,Maharashtra Cricket Association's International Stadium,05-May-18
1532,Dwayne Bravo,19,5,380,1,2,MI,Wankhede Stadium,07-Apr-18
1533,Vijay Shankar,19,5,380,0,3,CSK,Maharashtra Cricket Association's International Stadium,30-Apr-18
1534,Prithvi Shaw,19,5,380,3,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,05-May-18
1535,Rashid Khan,18,4,450,1,2,KKR,Eden Gardens,25-May-18
1536,Rahul Tripathi,18,4,450,3,1,KKR,Eden Gardens,15-May-18
1537,Robin Uthappa,18,6,300,1,2,DC,Eden Gardens,16-Apr-18
1538,Sunil Narine,18,6,300,3,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,19-May-18
1539,Rishabh Pant,18,5,360,1,2,MI,Wankhede Stadium,14-Apr-18
1540,Ambati Rayudu,18,6,300,3,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,22-Apr-18
1541,Evin Lewis,18,6,300,3,1,DC,Wankhede Stadium,14-Apr-18
1542,Carlos Brathwaite,18,6,300,1,2,CSK,Wankhede Stadium,22-May-18
1543,D'Arcy Short,18,4,450,0,3,DC,Arun Jaitley Stadium,02-May-18
1544,Brendon McCullum,17,5,340,1,2,MI,M. Chinnaswamy Stadium,01-May-18
1545,AB de Villiers,17,5,340,1,2,DC,M. Chinnaswamy Stadium,21-Apr-18
1546,AB de Villiers,17,5,340,1,2,CSK,M. Chinnaswamy Stadium,25-Apr-18
1547,Krunal Pandya,17,4,425,1,2,PBKS,Wankhede Stadium,16-May-18
1548,Sanju Samson,17,6,283.33,2,1,SRH,Sawai Mansingh Stadium,29-Apr-18
1549,Rishabh Pant,17,5,340,2,1,CSK,Maharashtra Cricket Association's International Stadium,30-Apr-18
1550,Ishan Kishan,17,4,425,1,2,DC,Wankhede Stadium,14-Apr-18
1551,Chris Gayle,17,5,340,1,2,KKR,Eden Gardens,21-Apr-18
1552,MS Dhoni,17,4,425,1,2,DC,Maharashtra Cricket Association's International Stadium,30-Apr-18
1553,Prithvi Shaw,17,5,340,3,0,PBKS,Arun Jaitley Stadium,23-Apr-18
1554,Ambati Rayudu,17,5,340,1,2,KKR,Chidambaram,10-Apr-18
