,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
621,Ajinkya Rahane,84,63,133.33,9,1,DC,Arun Jaitley Stadium,29-Apr-12
622,Virender Sehwag,73,39,187.17,8,4,MI,Arun Jaitley Stadium,27-Apr-12
623,Manvinder Bisla,89,48,185.41,8,5,CSK,Chidambaram,27-May-12
624,Cameron White,67,41,163.41,8,1,PBKS,IS Bindra Stadium,13-May-12
625,Virender Sehwag,63,39,161.53,8,2,RR,Arun Jaitley Stadium,29-Apr-12
626,Mandeep Singh,75,48,156.25,8,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,08-May-12
627,Chris Gayle,87,56,155.35,8,4,PBKS,IS Bindra Stadium,20-Apr-12
628,Rahul Dravid,58,42,138.09,8,0,RCB,Sawai Mansingh Stadium,23-Apr-12
629,Tillakaratne Dilshan,71,54,131.48,8,2,DEC,M. Chinnaswamy Stadium,06-May-12
630,Mahela Jayawardena,55,42,130.95,8,0,MI,Arun Jaitley Stadium,27-Apr-12
631,Michael Hussey,49,39,125.64,8,1,MI,M. Chinnaswamy Stadium,23-May-12
632,Shikhar Dhawan,52,43,120.93,8,0,RR,Sawai Mansingh Stadium,17-Apr-12
633,Subramaniam Badrinath,57,48,118.75,8,0,PWI,Chidambaram,19-Apr-12
634,Rahul Dravid,46,39,117.94,8,0,PBKS,IS Bindra Stadium,05-May-12
635,Brendon McCullum,43,37,116.21,8,0,RCB,Eden Gardens,28-Apr-12
636,Mahela Jayawardena,56,49,114.28,8,0,PBKS,Arun Jaitley Stadium,15-May-12
637,Ross Taylor,55,26,211.53,7,2,RCB,Arun Jaitley Stadium,17-May-12
638,Chris Gayle,128,62,206.45,7,13,DC,Arun Jaitley Stadium,17-May-12
639,Rahul Dravid,42,24,175,7,1,DEC,Sawai Mansingh Stadium,17-Apr-12
640,Cameron White,65,40,162.5,7,2,DC,Rajiv Gandhi Intl. Cricket Stadium,10-May-12
641,Gautam Gambhir,66,44,150,7,1,PBKS,IS Bindra Stadium,18-Apr-12
642,Jesse Ryder,86,58,148.27,7,4,DC,Arun Jaitley Stadium,21-Apr-12
643,Chris Gayle,86,58,148.27,7,6,KKR,Eden Gardens,28-Apr-12
644,Manish Pandey,80,56,142.85,7,3,DC,Maharashtra Cricket Association's International Stadium,24-Apr-12
645,Dinesh Karthik,40,28,142.85,7,0,DC,Arun Jaitley Stadium,27-Apr-12
646,Jacques Kallis,69,49,140.81,7,1,CSK,Chidambaram,27-May-12
647,Rahul Dravid,57,43,132.55,7,0,DC,Sawai Mansingh Stadium,01-May-12
648,Michael Clarke,41,31,132.25,7,0,DEC,Barabati Stadium,01-May-12
649,Jacques Kallis,79,60,131.66,7,3,MI,Eden Gardens,12-May-12
650,Ajinkya Rahane,42,32,131.25,7,0,DC,Sawai Mansingh Stadium,01-May-12
651,Jesse Ryder,73,56,130.35,7,1,CSK,Maharashtra Cricket Association's International Stadium,14-Apr-12
652,Ajinkya Rahane,61,47,129.78,7,0,PWI,Sawai Mansingh Stadium,13-May-12
653,Brendon McCullum,56,44,127.27,7,0,DC,Arun Jaitley Stadium,07-May-12
654,Manoj Tiwary,59,49,120.4,7,0,RR,Sawai Mansingh Stadium,08-Apr-12
655,Shaun Marsh,64,54,118.51,7,1,PWI,IS Bindra Stadium,12-Apr-12
656,Herschelle Gibbs,66,58,113.79,7,2,KKR,Eden Gardens,12-May-12
657,MS Dhoni,51,20,255,6,2,MI,M. Chinnaswamy Stadium,23-May-12
658,Brad Hodge,48,21,228.57,6,2,DEC,Sawai Mansingh Stadium,17-Apr-12
659,Mayank Agarwal,64,30,213.33,6,4,MI,M. Chinnaswamy Stadium,14-May-12
660,Kieron Pollard,64,33,193.93,6,4,RR,Wankhede Stadium,11-Apr-12
661,Kevin Pietersen,50,26,192.3,6,3,MI,Arun Jaitley Stadium,27-Apr-12
662,Shane Watson,58,31,187.09,6,4,PWI,Sawai Mansingh Stadium,13-May-12
663,Cameron White,78,46,169.56,6,5,PWI,Maharashtra Cricket Association's International Stadium,26-Apr-12
664,Chris Gayle,71,42,169.04,6,4,PBKS,M. Chinnaswamy Stadium,02-May-12
665,Kevin Pietersen,103,64,160.93,6,9,DEC,Arun Jaitley Stadium,19-Apr-12
666,James Franklin,79,51,154.9,6,4,PBKS,Wankhede Stadium,22-Apr-12
667,AB de Villiers,64,42,152.38,6,2,DC,M. Chinnaswamy Stadium,07-Apr-12
668,Ambati Rayudu,81,54,150,6,4,RCB,M. Chinnaswamy Stadium,14-May-12
669,Gautam Gambhir,62,43,144.18,6,3,CSK,Eden Gardens,14-May-12
670,Mandeep Singh,43,30,143.33,6,1,RCB,M. Chinnaswamy Stadium,02-May-12
671,Richard Levi,50,35,142.85,6,3,CSK,Chidambaram,04-Apr-12
672,Faf du Plessis,73,52,140.38,6,2,RR,Chidambaram,21-Apr-12
673,AB de Villiers,52,39,133.33,6,0,PBKS,IS Bindra Stadium,20-Apr-12
674,Rohit Sharma,60,46,130.43,6,2,CSK,Wankhede Stadium,06-May-12
675,Mahela Jayawardena,40,33,121.21,6,0,KKR,Maharashtra Cricket Association's International Stadium,22-May-12
676,Gautam Gambhir,63,52,121.15,6,1,CSK,Chidambaram,30-Apr-12
677,Subramaniam Badrinath,47,39,120.51,6,1,MI,M. Chinnaswamy Stadium,23-May-12
678,Tillakaratne Dilshan,53,44,120.45,6,1,PWI,Maharashtra Cricket Association's International Stadium,11-May-12
679,Sachin Tendulkar,58,51,113.72,6,0,RR,Sawai Mansingh Stadium,20-May-12
680,Robin Uthappa,60,58,103.44,6,0,DC,Maharashtra Cricket Association's International Stadium,24-Apr-12
681,AB de Villiers,47,17,276.47,5,3,DEC,M. Chinnaswamy Stadium,06-May-12
682,Owais Shah,60,26,230.76,5,5,RCB,M. Chinnaswamy Stadium,15-Apr-12
683,Owais Shah,76,42,180.95,5,5,MI,Wankhede Stadium,11-Apr-12
684,Virender Sehwag,57,32,178.12,5,4,PWI,Arun Jaitley Stadium,21-Apr-12
685,Mandeep Singh,21,12,175,5,0,DC,Arun Jaitley Stadium,15-May-12
686,Dinesh Karthik,35,20,175,5,0,PBKS,Wankhede Stadium,22-Apr-12
687,Mayank Agarwal,45,26,173.07,5,3,CSK,Chidambaram,12-Apr-12
688,Dwayne Smith,38,22,172.72,5,2,CSK,M. Chinnaswamy Stadium,23-May-12
689,Shaun Marsh,68,40,170,5,3,MI,Wankhede Stadium,22-Apr-12
690,Kieron Pollard,52,31,167.74,5,3,RCB,M. Chinnaswamy Stadium,14-May-12
691,Parthiv Patel,45,27,166.66,5,1,DC,Arun Jaitley Stadium,19-Apr-12
692,Robin Uthappa,38,23,165.21,5,1,RCB,Maharashtra Cricket Association's International Stadium,11-May-12
693,Ambati Rayudu,62,39,158.97,5,3,DC,Arun Jaitley Stadium,27-Apr-12
694,Faf du Plessis,71,46,154.34,5,4,RCB,Chidambaram,12-Apr-12
695,Shikhar Dhawan,44,29,151.72,5,1,DC,Arun Jaitley Stadium,19-Apr-12
696,Harbhajan Singh,33,22,150,5,1,DC,Wankhede Stadium,16-Apr-12
697,Murali Vijay,36,25,144,5,1,KKR,Eden Gardens,14-May-12
698,Ajinkya Rahane,44,31,141.93,5,1,DEC,Sawai Mansingh Stadium,17-Apr-12
699,Mandeep Singh,28,20,140,5,0,DEC,IS Bindra Stadium,13-May-12
700,Chris Gayle,82,59,138.98,5,6,MI,Wankhede Stadium,09-May-12
701,Nitin Saini,50,36,138.88,5,0,RCB,M. Chinnaswamy Stadium,02-May-12
702,Kumar Sangakkara,44,32,137.5,5,1,RR,Sawai Mansingh Stadium,17-Apr-12
703,Mandeep Singh,34,25,136,5,0,RR,Sawai Mansingh Stadium,06-Apr-12
704,Suresh Raina,23,17,135.29,5,0,RR,Sawai Mansingh Stadium,10-May-12
705,Faf du Plessis,43,33,130.3,5,2,PWI,Maharashtra Cricket Association's International Stadium,14-Apr-12
706,Shaun Marsh,34,27,125.92,5,1,RR,IS Bindra Stadium,05-May-12
707,Virat Kohli,57,46,123.91,5,2,CSK,Chidambaram,12-Apr-12
708,Mithun Manhas,42,34,123.52,5,0,MI,Maharashtra Cricket Association's International Stadium,03-May-12
709,Nitin Saini,30,25,120,5,0,MI,Wankhede Stadium,22-Apr-12
710,Murali Vijay,48,40,120,5,1,DC,Chidambaram,12-May-12
711,Steve Smith,37,31,119.35,5,0,RR,Sawai Mansingh Stadium,13-May-12
712,Michael Hussey,38,32,118.75,5,1,DC,Chidambaram,12-May-12
713,Siddharth Chitnis,38,32,118.75,5,1,DC,HPCA Stadium,19-May-12
714,Sourav Ganguly,41,35,117.14,5,1,DC,Arun Jaitley Stadium,21-Apr-12
715,Mandeep Singh,24,21,114.28,5,0,CSK,HPCA Stadium,17-May-12
716,David Hussey,40,35,114.28,5,1,DC,Arun Jaitley Stadium,15-May-12
717,Sourav Ganguly,45,40,112.5,5,1,DEC,Barabati Stadium,01-May-12
718,Mandeep Singh,56,50,112,5,1,CSK,Chidambaram,28-Apr-12
719,Aaron Finch,30,27,111.11,5,0,KKR,Eden Gardens,05-Apr-12
720,Rahul Dravid,39,36,108.33,5,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,18-May-12
721,Rohit Sharma,29,27,107.4,5,0,DC,Wankhede Stadium,16-Apr-12
722,Rahul Dravid,40,38,105.26,5,0,DC,Arun Jaitley Stadium,29-Apr-12
723,Rahul Dravid,28,27,103.7,5,0,KKR,Eden Gardens,13-Apr-12
724,Brendon McCullum,42,43,97.67,5,1,PWI,Eden Gardens,05-May-12
725,Brendon McCullum,41,43,95.34,5,0,PWI,Maharashtra Cricket Association's International Stadium,19-May-12
726,Steve Smith,34,13,261.53,4,2,DC,Arun Jaitley Stadium,21-Apr-12
727,Gurkeerat Mann Singh,29,12,241.66,4,1,DEC,IS Bindra Stadium,13-May-12
728,Gurkeerat Mann Singh,26,11,236.36,4,1,DC,HPCA Stadium,19-May-12
729,Shane Watson,36,17,211.76,4,2,PBKS,IS Bindra Stadium,05-May-12
730,Steve Smith,44,22,200,4,3,CSK,Maharashtra Cricket Association's International Stadium,14-Apr-12
731,David Hussey,65,35,185.71,4,5,DEC,IS Bindra Stadium,13-May-12
732,Gautam Gambhir,36,21,171.42,4,1,DC,Arun Jaitley Stadium,07-May-12
733,David Hussey,68,40,170,4,4,MI,IS Bindra Stadium,25-Apr-12
734,Gautam Gambhir,22,13,169.23,4,0,PBKS,Eden Gardens,15-Apr-12
735,Ravindra Jadeja,44,26,169.23,4,2,PWI,Maharashtra Cricket Association's International Stadium,14-Apr-12
736,Chris Gayle,81,48,168.75,4,8,PWI,M. Chinnaswamy Stadium,17-Apr-12
737,Cameron White,74,45,164.44,4,4,PWI,Barabati Stadium,01-May-12
738,Irfan Pathan,36,22,163.63,4,1,KKR,Arun Jaitley Stadium,07-May-12
739,Andrew McDonald,30,19,157.89,4,2,DC,M. Chinnaswamy Stadium,07-Apr-12
740,Virender Sehwag,33,21,157.14,4,1,CSK,Arun Jaitley Stadium,10-Apr-12
741,Gautam Gambhir,56,36,155.55,4,2,PWI,Eden Gardens,05-May-12
742,Jesse Ryder,34,22,154.54,4,1,RCB,M. Chinnaswamy Stadium,17-Apr-12
743,Venugopal Rao,36,24,150,4,1,RCB,Arun Jaitley Stadium,17-May-12
744,Rohit Sharma,73,50,146,4,5,DEC,ACA-VDCA Stadium,09-Apr-12
745,Shaun Marsh,32,22,145.45,4,1,CSK,Chidambaram,28-Apr-12
746,Mahela Jayawardena,55,38,144.73,4,2,CSK,Chidambaram,25-May-12
747,Michael Hussey,56,39,143.58,4,4,KKR,Eden Gardens,14-May-12
748,Shikhar Dhawan,71,50,142,4,3,PBKS,IS Bindra Stadium,13-May-12
749,Murali Vijay,41,29,141.37,4,3,MI,Wankhede Stadium,06-May-12
750,Dinesh Karthik,86,48,179.16,14,2,DC,Wankhede Stadium,09-Apr-13
751,Manvinder Bisla,92,61,150.81,14,2,CSK,Chidambaram,28-Apr-13
752,Chris Gayle,175,66,265.15,13,17,PWI,M. Chinnaswamy Stadium,23-Apr-13
753,Shane Watson,98,53,184.9,13,4,SRH,Sawai Mansingh Stadium,27-Apr-13
754,Michael Hussey,88,51,172.54,13,1,RR,Chidambaram,22-Apr-13
755,Virender Sehwag,95,57,166.66,13,2,MI,Arun Jaitley Stadium,21-Apr-13
756,Virat Kohli,93,47,197.87,11,4,SRH,M. Chinnaswamy Stadium,09-Apr-13
757,Suresh Raina,99,52,190.38,11,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,08-May-13
758,Michael Hussey,95,59,161.01,11,2,KKR,Chidambaram,28-Apr-13
759,Michael Hussey,86,54,159.25,11,2,PBKS,IS Bindra Stadium,10-Apr-13
760,Chris Gayle,92,58,158.62,11,5,MI,M. Chinnaswamy Stadium,04-Apr-13
761,Shaun Marsh,63,47,134.04,11,0,MI,HPCA Stadium,18-May-13
762,Virat Kohli,99,58,170.68,10,4,DC,Arun Jaitley Stadium,10-May-13
763,Adam Gilchrist,85,54,157.4,10,3,RCB,M. Chinnaswamy Stadium,14-May-13
764,Aaron Finch,67,45,148.88,10,2,CSK,Chidambaram,15-Apr-13
765,Michael Hussey,86,58,148.27,10,2,MI,Arun Jaitley Stadium,21-May-13
766,Shikhar Dhawan,63,45,140,10,0,CSK,Chidambaram,25-Apr-13
767,Ben Rohrer,64,40,160,9,1,RR,Sawai Mansingh Stadium,07-May-13
768,Gautam Gambhir,60,39,153.84,9,0,PBKS,IS Bindra Stadium,16-Apr-13
769,Rahul Dravid,58,40,145,9,1,PWI,Sawai Mansingh Stadium,05-May-13
770,David Warner,77,56,137.5,9,1,RR,Arun Jaitley Stadium,06-Apr-13
771,Shikhar Dhawan,73,55,132.72,9,1,MI,Rajiv Gandhi Intl. Cricket Stadium,01-May-13
772,David Miller,101,38,265.78,8,7,RCB,IS Bindra Stadium,06-May-13
773,AB de Villiers,64,32,200,8,1,CSK,Chidambaram,13-Apr-13
774,Azhar Mahmood,80,44,181.81,8,4,MI,HPCA Stadium,18-May-13
775,Sachin Tendulkar,48,28,171.42,8,0,KKR,Wankhede Stadium,07-May-13
776,Yusuf Pathan,72,44,163.63,8,2,PWI,JSCA Stadium,15-May-13
777,Aditya Tare,59,37,159.45,8,1,RR,Wankhede Stadium,15-May-13
778,Aaron Finch,64,42,152.38,8,2,PBKS,IS Bindra Stadium,21-Apr-13
779,Azhar Mahmood,61,41,148.78,8,1,RCB,M. Chinnaswamy Stadium,14-May-13
780,Darren Sammy,60,41,146.34,8,1,RR,Sawai Mansingh Stadium,27-Apr-13
781,Shaun Marsh,73,51,143.13,8,2,CSK,Chidambaram,02-May-13
782,Manish Pandey,66,47,140.42,8,1,KKR,JSCA Stadium,15-May-13
783,Mahela Jayawardena,59,43,137.2,8,1,MI,Arun Jaitley Stadium,21-Apr-13
784,Robin Uthappa,54,41,131.7,8,1,RR,Sawai Mansingh Stadium,05-May-13
785,Mahela Jayawardena,66,52,126.92,8,1,KKR,Eden Gardens,03-Apr-13
786,Ajinkya Rahane,68,54,125.92,8,1,MI,Sawai Mansingh Stadium,17-Apr-13
787,Rahul Dravid,54,48,112.5,8,0,PWI,Maharashtra Cricket Association's International Stadium,11-Apr-13
788,Cheteshwar Pujara,51,48,106.25,8,0,PBKS,IS Bindra Stadium,06-May-13
789,Luke Wright,44,23,191.3,7,1,DC,Maharashtra Cricket Association's International Stadium,19-May-13
790,Suresh Raina,100,53,188.67,7,6,PBKS,Chidambaram,02-May-13
791,Kieron Pollard,60,32,187.5,7,3,CSK,Eden Gardens,26-May-13
792,MS Dhoni,67,37,181.08,7,4,SRH,Chidambaram,25-Apr-13
793,Shane Watson,32,19,168.42,7,0,PBKS,Sawai Mansingh Stadium,14-Apr-13
794,Sanju Samson,63,41,153.65,7,2,RCB,Sawai Mansingh Stadium,29-Apr-13
795,Manan Vohra,43,28,153.57,7,0,PWI,Maharashtra Cricket Association's International Stadium,07-Apr-13
796,Sachin Tendulkar,44,29,151.72,7,1,PWI,Wankhede Stadium,13-Apr-13
797,Brad Hodge,46,31,148.38,7,0,KKR,Sawai Mansingh Stadium,08-Apr-13
798,Brad Hodge,39,27,144.44,7,0,MI,Wankhede Stadium,15-May-13
799,Aaron Finch,45,32,140.62,7,0,RR,Sawai Mansingh Stadium,05-May-13
800,Mandeep Singh,77,58,132.75,7,0,PWI,IS Bindra Stadium,21-Apr-13
801,Virat Kohli,65,50,130,7,1,DC,M. Chinnaswamy Stadium,16-Apr-13
802,Gautam Gambhir,59,46,128.26,7,1,RCB,M. Chinnaswamy Stadium,11-Apr-13
803,Parthiv Patel,47,37,127.02,7,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,19-May-13
804,Rahul Dravid,43,37,116.21,7,0,MI,Eden Gardens,24-May-13
805,Rahul Dravid,53,48,110.41,7,0,DC,Sawai Mansingh Stadium,07-May-13
806,Shaun Marsh,45,44,102.27,7,0,DC,HPCA Stadium,16-May-13
807,Dwayne Smith,47,53,88.67,7,0,KKR,Wankhede Stadium,07-May-13
808,Luke Wright,34,10,340,6,1,PBKS,IS Bindra Stadium,21-Apr-13
809,Dwayne Smith,68,28,242.85,6,5,CSK,Arun Jaitley Stadium,21-May-13
810,AB de Villiers,50,23,217.39,6,2,PWI,Maharashtra Cricket Association's International Stadium,02-May-13
811,Chris Gayle,34,16,212.5,6,1,RR,Sawai Mansingh Stadium,29-Apr-13
812,Shane Watson,70,34,205.88,6,6,CSK,Sawai Mansingh Stadium,12-May-13
813,Rohit Sharma,79,39,202.56,6,6,PBKS,Wankhede Stadium,29-Apr-13
814,Virat Kohli,56,29,193.1,6,4,CSK,M. Chinnaswamy Stadium,18-May-13
815,Chris Gayle,61,33,184.84,6,3,PBKS,IS Bindra Stadium,06-May-13
816,Shane Watson,101,61,165.57,6,6,CSK,Chidambaram,22-Apr-13
817,David Warner,66,42,157.14,6,3,KKR,Shaheed Veer Narayan Singh International Cricket Stadium,01-May-13
818,Jacques Kallis,41,27,151.85,6,0,SRH,Eden Gardens,14-Apr-13
819,Parthiv Patel,44,30,146.66,6,1,CSK,Rajiv Gandhi Intl. Cricket Stadium,08-May-13
820,Shikhar Dhawan,59,41,143.9,6,2,MI,Wankhede Stadium,13-May-13
821,Dwayne Smith,62,44,140.9,6,2,RR,Eden Gardens,24-May-13
822,Ajinkya Rahane,67,48,139.58,6,2,PWI,Sawai Mansingh Stadium,05-May-13
823,Mandeep Singh,41,30,136.66,6,0,KKR,IS Bindra Stadium,16-Apr-13
824,Virender Sehwag,30,22,136.36,6,0,PBKS,HPCA Stadium,16-May-13
825,Virat Kohli,57,43,132.55,6,2,PBKS,M. Chinnaswamy Stadium,14-May-13
826,Steve Smith,41,31,132.25,6,0,RCB,M. Chinnaswamy Stadium,23-Apr-13
827,Adam Gilchrist,42,32,131.25,6,0,RR,IS Bindra Stadium,09-May-13
828,Michael Hussey,65,50,130,6,2,DC,Arun Jaitley Stadium,18-Apr-13
829,Rahul Dravid,65,51,127.45,6,2,DC,Arun Jaitley Stadium,06-Apr-13
830,Eoin Morgan,47,38,123.68,6,0,PBKS,IS Bindra Stadium,16-Apr-13
831,Manpreet Juneja,49,40,122.5,6,0,MI,Wankhede Stadium,09-Apr-13
832,Aaron Finch,64,53,120.75,6,3,RR,Maharashtra Cricket Association's International Stadium,11-Apr-13
833,Shaun Marsh,77,64,120.31,6,2,RR,IS Bindra Stadium,09-May-13
834,Biplap Samantray,55,46,119.56,6,1,RR,Rajiv Gandhi Intl. Cricket Stadium,17-May-13
835,Gautam Gambhir,53,45,117.77,6,1,SRH,Eden Gardens,14-Apr-13
836,Gautam Gambhir,50,44,113.63,6,0,PWI,Maharashtra Cricket Association's International Stadium,09-May-13
837,Jacques Kallis,37,33,112.12,6,0,PBKS,Eden Gardens,26-Apr-13
838,Murali Vijay,55,50,110,6,0,RR,Sawai Mansingh Stadium,12-May-13
839,Michael Hussey,40,40,100,6,0,RR,Sawai Mansingh Stadium,12-May-13
840,Eoin Morgan,47,21,223.8,5,3,SRH,Eden Gardens,14-Apr-13
841,MS Dhoni,51,26,196.15,5,3,MI,Chidambaram,06-Apr-13
842,David Miller,51,26,196.15,5,2,CSK,Chidambaram,02-May-13
843,Suresh Raina,82,42,195.23,5,5,MI,Arun Jaitley Stadium,21-May-13
844,David Miller,80,41,195.12,5,5,PWI,IS Bindra Stadium,21-Apr-13
845,MS Dhoni,44,23,191.3,5,1,DC,Arun Jaitley Stadium,18-Apr-13
846,David Hussey,34,18,188.88,5,1,MI,Wankhede Stadium,29-Apr-13
847,Parthiv Patel,26,14,185.71,5,0,MI,Wankhede Stadium,13-May-13
848,Dishant Yagnik,31,17,182.35,5,0,MI,Eden Gardens,24-May-13
849,Sachin Tendulkar,23,13,176.92,5,0,RCB,Wankhede Stadium,27-Apr-13
850,Michael Hussey,45,26,173.07,5,2,SRH,Chidambaram,25-Apr-13
851,Rohit Sharma,73,43,169.76,5,5,DC,Arun Jaitley Stadium,21-Apr-13
852,Robin Uthappa,75,45,166.66,5,5,RCB,Maharashtra Cricket Association's International Stadium,02-May-13
853,David Warner,61,37,164.86,5,4,MI,Wankhede Stadium,09-Apr-13
854,Adam Gilchrist,42,26,161.53,5,2,DC,HPCA Stadium,16-May-13
855,Mandeep Singh,24,15,160,5,0,DC,Arun Jaitley Stadium,23-Apr-13
856,Shane Watson,24,15,160,5,0,SRH,Arun Jaitley Stadium,22-May-13
857,Michael Hussey,67,42,159.52,5,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,08-May-13
858,Tirumalasetti Suman,23,15,153.33,5,0,MI,Wankhede Stadium,13-Apr-13
859,Sanju Samson,47,33,142.42,5,1,PBKS,IS Bindra Stadium,09-May-13
860,Gautam Gambhir,41,29,141.37,5,1,DC,Eden Gardens,03-Apr-13
861,Ajinkya Rahane,63,45,140,5,1,DC,Sawai Mansingh Stadium,07-May-13
862,Suresh Raina,30,22,136.36,5,0,RCB,Chidambaram,13-Apr-13
863,Gautam Gambhir,25,19,131.57,5,0,CSK,Eden Gardens,20-Apr-13
864,Parthiv Patel,61,47,129.78,5,2,PBKS,IS Bindra Stadium,11-May-13
865,Suresh Raina,63,50,126,5,1,PWI,Maharashtra Cricket Association's International Stadium,30-Apr-13
866,Mandeep Singh,25,20,125,5,0,KKR,Eden Gardens,26-Apr-13
867,Shane Watson,31,25,124,5,1,MI,Sawai Mansingh Stadium,17-Apr-13
868,Hanuma Vihari,46,39,117.94,5,0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,19-Apr-13
869,Manvinder Bisla,28,24,116.66,5,0,SRH,Eden Gardens,14-Apr-13
870,Jacques Kallis,23,20,115,5,0,DC,Eden Gardens,03-Apr-13
871,Tillakaratne Dilshan,25,22,113.63,5,0,RR,M. Chinnaswamy Stadium,20-Apr-13
872,Rahul Dravid,35,31,112.9,5,0,RCB,M. Chinnaswamy Stadium,20-Apr-13
873,Aaron Finch,37,33,112.12,5,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,28-Apr-13
874,Cameron White,31,28,110.71,5,0,RR,Arun Jaitley Stadium,22-May-13
875,Moises Henriques,44,40,110,5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,07-Apr-13
876,Virat Kohli,46,44,104.54,5,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,07-Apr-13
877,Suresh Raina,30,32,93.75,5,0,DC,Arun Jaitley Stadium,18-Apr-13
878,Tillakaratne Dilshan,33,36,91.66,5,0,PWI,M. Chinnaswamy Stadium,23-Apr-13
879,MS Dhoni,45,16,281.25,4,3,PWI,Maharashtra Cricket Association's International Stadium,30-Apr-13
880,Manpreet Gony,42,18,233.33,4,3,KKR,IS Bindra Stadium,16-Apr-13
881,Dwayne Bravo,23,11,209.09,4,0,RR,Sawai Mansingh Stadium,12-May-13
882,Moises Henriques,27,13,207.69,4,1,PWI,Maharashtra Cricket Association's International Stadium,02-May-13
883,David Warner,51,25,204,4,4,PWI,Shaheed Veer Narayan Singh International Cricket Stadium,28-Apr-13
884,AB de Villiers,38,19,200,4,2,PBKS,IS Bindra Stadium,06-May-13
885,Virender Sehwag,18,10,180,4,0,RCB,Arun Jaitley Stadium,10-May-13
886,Suresh Raina,44,25,176,4,1,KKR,Chidambaram,28-Apr-13
887,Virat Kohli,24,14,171.42,4,1,MI,M. Chinnaswamy Stadium,04-Apr-13
888,Chris Gayle,85,50,170,4,9,KKR,M. Chinnaswamy Stadium,11-Apr-13
889,Wriddhiman Saha,39,23,169.56,4,2,KKR,Chidambaram,28-Apr-13
890,Ben Rohrer,49,29,168.96,4,3,PBKS,HPCA Stadium,16-May-13
891,Stuart Binny,33,20,165,4,1,RCB,M. Chinnaswamy Stadium,20-Apr-13
892,Robin Uthappa,22,14,157.14,4,0,SRH,Maharashtra Cricket Association's International Stadium,17-Apr-13
893,Sumit Narwal,23,15,153.33,4,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,01-May-13
894,Kieron Pollard,57,38,150,4,5,CSK,Chidambaram,06-Apr-13
895,Rohit Sharma,74,50,148,4,5,DC,Wankhede Stadium,09-Apr-13
896,Dinesh Karthik,37,25,148,4,1,CSK,Chidambaram,06-Apr-13
897,Mahela Jayawardena,19,13,146.15,4,0,RCB,Arun Jaitley Stadium,10-May-13
898,Suresh Raina,51,35,145.71,4,2,RR,Chidambaram,22-Apr-13
899,Chris Gayle,77,53,145.28,4,6,PBKS,M. Chinnaswamy Stadium,14-May-13
900,Glenn Maxwell,95,43,220.93,15,2,CSK,Zayed Cricket Stadium,18-Apr-14
901,Lendl Simmons,100,61,163.93,14,2,PBKS,IS Bindra Stadium,21-May-14
902,Suresh Raina,87,25,348,12,6,PBKS,Wankhede Stadium,30-May-14
903,Virender Sehwag,122,58,210.34,12,8,CSK,Wankhede Stadium,30-May-14
904,David Warner,90,45,200,12,3,CSK,JSCA Stadium,22-May-14
905,Virender Sehwag,72,50,144,11,1,KKR,Barabati Stadium,11-May-14
906,Wriddhiman Saha,115,55,209.09,10,8,KKR,M. Chinnaswamy Stadium,01-Jun-14
907,Robin Uthappa,67,39,171.79,10,1,CSK,Eden Gardens,20-May-14
908,Robin Uthappa,83,51,162.74,10,1,RCB,Eden Gardens,22-May-14
909,Corey Anderson,95,44,215.9,9,6,RR,Wankhede Stadium,25-May-14
910,Robin Uthappa,80,52,153.84,9,3,MI,Barabati Stadium,14-May-14
911,Kevin Pietersen,58,41,141.46,9,0,PBKS,IS Bindra Stadium,25-May-14
912,David Miller,66,29,227.58,8,3,RCB,M. Chinnaswamy Stadium,09-May-14
913,Wriddhiman Saha,54,26,207.69,8,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,14-May-14
914,Glenn Maxwell,89,45,197.77,8,6,RR,Sharjah Cricket Stadium,20-Apr-14
915,Aaron Finch,88,53,166.03,8,4,DC,Dubai International Stadium,25-Apr-14
916,Robin Uthappa,46,28,164.28,8,1,PBKS,Barabati Stadium,11-May-14
917,Karun Nair,73,50,146,8,2,DC,Arun Jaitley Stadium,03-May-14
918,Karun Nair,56,39,143.58,8,0,RCB,M. Chinnaswamy Stadium,11-May-14
919,Yogesh Takawale,40,28,142.85,8,0,KKR,Sharjah Cricket Stadium,24-Apr-14
920,Brendon McCullum,71,53,133.96,8,2,MI,Dubai International Stadium,25-Apr-14
921,Ajinkya Rahane,64,50,128,8,1,DC,Narendra Modi Stadium,15-May-14
922,Yuvraj Singh,83,38,218.42,7,7,RR,M. Chinnaswamy Stadium,11-May-14
923,Faf du Plessis,52,25,208,7,1,PBKS,Barabati Stadium,07-May-14
924,Manish Pandey,94,50,188,7,6,PBKS,M. Chinnaswamy Stadium,01-Jun-14
925,Karun Nair,50,27,185.18,7,2,MI,Wankhede Stadium,25-May-14
